NAME;E;N;Z
Cabane de Bertol CAS;2606896;1094952;3311
Rifugio Teodulo;2620930;1088086;3319
Mischabelhütte AACZ;2634810;1106536;3335
Mischabelhütte AACZ;2634804;1106531;3337
Bivacco Oreste Bossi CAI;2617847;1091192;3339
Mittellegihütte;2644753;1159293;3355
Rifugio Guide del Cervino;2620901;1086959;3456
Restaurant Jungfraujoch;2641703;1155240;3462
Drehrestaurant Allalin;2636094;1100790;3466
Bivacco Enzo e Nino Benedetti;2614997;1090985;3497
Cabane de la Dent Blanche CAS;2612564;1096535;3509
Bivouac au Col de la Dent Blanche CAS;2613040;1098946;3546
Sphinx-Observatorium;2641908;1155279;3566
Bivacco Città di Luino CAI;2636513;1094024;3571
Mönchsjochhütte;2643486;1156093;3658
Bivacco Musso CAI;2588085;1086793;3663
Bivacco Giorgio e Renzo Novella;2614116;1091170;3696
Schalijochbiwak SAC;2620950;1104681;3788
Restaurant Matterhorn Glacier Paradise;2622563;1087362;3823
Rifugio Carrel;2616206;1091296;3824
Restaurant Matterhorn Glacier Paradise;2622537;1087364;3826
Mischabeljochbiwak SAC;2633049;1102612;3856
Bivacco Città di Gallarate CAI;2634015;1089028;3957
Solvaybiwak SAC;2617386;1091926;4010
Capanna Regina Margherita CAI;2634005;1086256;4556
