NAME;E;N;Z
Chapferplanggenstock;2688924;1182926;2518
Cima di Gagnone;2708447;1131575;2518
Pizzo Sella;2685760;1150109;2518
Chlys Lobhore;2630829;1161378;2519
Crêta de Velle;2579444;1089844;2519
Gross Gemsispil;2678150;1187687;2519
Pra Roua;2593204;1127300;2519
Tennhorn;2657354;1170583;2519
Cardinello;2737026;1119254;2520
Dreispitz;2624599;1160219;2520
Gulderturm;2733990;1206150;2520
Toroi;2717820;1161288;2520
Cima di Bri;2711358;1129211;2521
Driestock;2681095;1175678;2521
Glütschhöreli;2627891;1159773;2521
Howang;2615772;1150860;2521
Minschuns;2821912;1170125;2521
Tschuggen;2639145;1161123;2521
Brunnenstock;2665231;1171836;2522
Hüttenwanghorn;2796963;1194288;2523
La Guardia;2730030;1146553;2523
Magerrain;2735391;1210657;2524
Motta d'Osogna;2722286;1133716;2524
Schafberg;2671815;1181890;2524
Glishorn;2642611;1125972;2525
Tête aux Chamois;2582760;1132092;2525
Espaltehore;2630974;1159974;2526
Pizzo Canariscio;2689557;1156216;2526
Pizzo dei Torói;2705865;1153131;2526
Rothorn;2663418;1178581;2526
La Scíma da Cregnéll;2683236;1123579;2527
Schwarz Stock;2702182;1195121;2527
Moton;2808385;1143763;2528
Rinerhora;2781523;1179210;2528
Fulhorn;2756970;1182344;2529
Bänzlouwistock;2664200;1171604;2530
Piz Regina;2729997;1168039;2530
Totalphora;2781715;1190170;2532
Hochwang;2767258;1193793;2533
Litzigstock;2682969;1174857;2533
Cima d'Aion;2732693;1133251;2534
Glogghüs;2662950;1179161;2534
Ricca;2652242;1108897;2534
Schwarzstöckli;2682595;1165727;2534
Bättlerhoren;2660525;1168230;2535
Foostöckli;2736866;1201955;2535
Cucalner;2757033;1152117;2536
Guggernüll;2757033;1152117;2536
Pizzo dei Tirz;2691554;1145146;2536
Hornspitz;2767602;1214440;2537
Mittlebärg;2664664;1137780;2537
Piz de Calvaresc;2733234;1136237;2537
Rotbärgli;2674736;1177783;2537
Salezerhora;2781961;1188895;2537
Plattenfirst;2741899;1200821;2538
Le Châtelet;2573730;1094169;2539
La Pare;2577980;1136878;2540
Al Róss da Ríbia;2684113;1123881;2541
Hienderstock;2671338;1179672;2541
Hinter Gassenstock;2714913;1203551;2541
Paré di Scut;2703674;1153626;2541
Tschingel;2766985;1213523;2541
Giferspitz;2593438;1144431;2542
Sant Jaggem;2785036;1199488;2542
Munt Chavagl;2813966;1169692;2543
Chlis Fülhorn;2658486;1137366;2544
Cima di Lago;2721535;1133913;2544
Schaftällihorn;2769427;1180448;2544
Campanitt;2702331;1154711;2545
Pizzo Columbe;2702331;1154711;2545
Bunderspitz;2613954;1149032;2546
Wildenlauwenenhöreli;2686014;1172764;2547
Cima di Cagnói;2702138;1136115;2548
Le Tarent;2577605;1136786;2548
Bella Lui;2603825;1133100;2549
First;2615685;1150413;2549
Motasc;2742072;1134670;2549
Rundhorn;2745232;1159981;2549
Tête des Ottans;2556309;1108431;2549
Piz Lizun;2769154;1139571;2550
Piz Titschal;2721697;1174224;2550
Ruederstock;2682882;1178588;2550
Al Pizz da Madèi;2679449;1120696;2551
Pizzo Medaro;2679449;1120696;2551
Riedchopf;2785567;1205541;2552
Ronggspitz;2785567;1205541;2552
Stampfhoren;2664672;1164042;2552
Pizzo del Büsin;2650914;1106536;2553
Güllachopf;2753642;1193724;2555
Laucherstock;2685552;1177646;2555
Muota dalla Buora;2710788;1165711;2555
Piz Campanin;2742626;1133254;2555
Plattahora;2766967;1183078;2555
Scaluttaspitz;2742290;1166328;2555
Piz Calandari;2747259;1162389;2556
Strätscherhora;2738758;1162458;2556
Underhorn;2743012;1177756;2556
Casanna;2782187;1192582;2557
Versangga;2745926;1161664;2557
Bleschaturra;2729983;1164308;2558
Hinter Lochstock;2683746;1166021;2558
Pizzo del Prévat;2697522;1146625;2558
Pizzo Rüscada;2695608;1140768;2558
Cantone di Strem;2740350;1126548;2559
Cima del Vigon;2731641;1148231;2559
Gargällerchöpf;2785693;1203557;2559
Pizzo Scheggia;2693333;1148487;2559
Pointe de Mandelon;2599056;1109339;2559
Schildsetz;2791261;1196050;2561
Falknisspitz;2761482;1213234;2562
Hirlihorn;2659105;1132896;2562
Hochsätz;2787209;1200629;2562
Mittaghorn;2748370;1156520;2562
Bec Rond;2577323;1089685;2563
Mota Rossa;2797994;1135408;2563
Piz da Vrin;2724097;1168745;2563
Tête de Vertsan;2582594;1120294;2563
Hartlishore;2627315;1156367;2564
Jochstock;2673067;1180481;2564
Munt Arduond;2799777;1167781;2564
Cima di Gana Rossa;2707370;1152139;2565
Piz Schigels;2712569;1179212;2565
Hüreli;2772247;1177537;2566
Lobhoren;2631017;1161308;2566
Punta di Stou;2709505;1150477;2566
Sarotlaspitz;2786297;1208432;2566
Scheyeggstock;2675649;1189286;2567
Crap Surtscheins;2725020;1187958;2568
Dent d'Emaney;2562749;1105738;2568
Piz di Setaggiolo di Dentro;2740362;1126923;2568
Schwarz Stöckli;2698763;1186013;2568
Foggenhorn;2639318;1133628;2569
Les Mountons;2587748;1133574;2569
Naafkopf;2764716;1214471;2570
Pizzo Piènsgia;2681717;1136715;2570
Salzhore;2621706;1153105;2570
Mont Brûlé;2581574;1096266;2572
Schollberg;2784654;1205499;2572
Grosser Walenstock;2674811;1190017;2573
Läged Windgällen;2703778;1193393;2573
Mot Falain;2824647;1174685;2573
Pfannenstock;2712096;1202219;2573
Schwarzstöckli;2701636;1179130;2573
Cima di Biasca;2721927;1133975;2574
Hinter Grauspitz;2763244;1213766;2574
Poncione Croara;2705857;1138955;2574
Schwarzhorn;2763244;1213766;2574
Fulaberg;2758081;1181219;2575
Le Petit Château;2574817;1115371;2575
Piz de Cressim;2739673;1125514;2575
Piz Raschil;2758420;1180394;2575
Pizzo Roggione;2739673;1125514;2575
Stätzerhorn;2758420;1180394;2575
Tristelstock;2690592;1170491;2576
Cima d'Efra;2709600;1133711;2577
Forcel;2726696;1130818;2577
Galihorn;2650071;1110971;2577
Aiguilles du Vent;2559769;1101007;2578
Marchhüreli;2781845;1178519;2578
Pizzo della Rossa;2687276;1141283;2578
Pointe des Perris Blancs;2572105;1118443;2578
Spitzmann;2675349;1189377;2578
Dent de Fenestral;2562428;1105117;2579
Luegichopf;2748850;1201515;2579
Mont Loéré;2593610;1111313;2579
Plattenspitz;2742921;1201219;2579
Schijen;2692490;1166195;2579
Cima del Simano;2717778;1146837;2580
Pizzo della Valletta;2690540;1144342;2580
Tällistock;2667723;1177526;2580
Horenfellistock;2680599;1169965;2581
Piz Pazzola;2705340;1166888;2581
Piz Radun;2740663;1172836;2581
Plangghora;2740663;1172836;2581
Poncione Sambuco;2694338;1148691;2581
Piz de Trescolmen;2734277;1140995;2582
Crap Tgietschen;2724479;1188250;2583
Gross Rimistock;2680726;1190694;2583
Pizzo Forca;2720095;1148881;2583
Schluchhore;2586422;1134084;2583
Umcrap;2699835;1166201;2584
Mittelstock;2688912;1181057;2585
Saaser Calanda;2783374;1200559;2585
Hauter Hora;2779371;1188523;2586
Pizzo dello Strecciolino;2741958;1130334;2586
Pizzo Molare;2709517;1149584;2586
Pizzo Predèlp;2704607;1153209;2586
Chlyne Loner;2614379;1148359;2587
Munt la Schera;2812190;1169738;2587
Basal;2709548;1134098;2588
Frosch;2668642;1178109;2588
Pizzo del Náret;2685614;1147897;2588
Ross Chopf;2793849;1195316;2588
Tête à Pegnat;2580753;1124503;2588
Dischlighorn;2634857;1142273;2589
Schwarz Berg;2700045;1184359;2589
Jakobshora;2784097;1182966;2590
Beverin Pintg;2747692;1167720;2591
Le Pey;2579724;1086238;2591
Piz da Ruinas Neras;2728465;1166658;2591
Pizasc;2743272;1132342;2591
Triangolino;2697979;1135002;2591
Wenghorn;2647216;1114248;2591
Abrigenstock;2686639;1177234;2592
Ritzberg;2677409;1130282;2592
Schildplanggenstock;2686639;1177234;2592
Telltistock;2671658;1170263;2592
Pizzo Paglia;2737344;1121589;2593
Juchlistock;2666623;1159194;2594
Rigidalstock;2674805;1189480;2594
Tête de Chalin;2562089;1114314;2596
Nägelihore;2584097;1132480;2597
Catogne;2574616;1100350;2598
Breithorn;2653877;1134161;2599
Chummerhüreli;2776786;1182792;2600
La Cupla;2830481;1192458;2600
Piz Campasc;2800386;1141708;2600
Piz d'Arbeola;2732678;1143276;2600
Piz Murtèra;2828920;1200763;2600
Piz Pradatsch;2820362;1180427;2600
Vorder Grauspitz;2762782;1213522;2600
Pan de Zucher;2731829;1147318;2601
Piz de Confin;2731829;1147318;2601
Piz Salacina;2773043;1138698;2601
Piz Palì;2699011;1174227;2602
Spitzplanggenstöckli;2684778;1179649;2602
Mot da las Sellas;2819900;1182191;2603
Piz della Molera;2731724;1130289;2603
Pizzo d'Orsirora;2683270;1159091;2603
Radlefshoren;2670087;1174103;2603
Piz Muschaneras;2705243;1166345;2604
Stockji;2665516;1145373;2604
Chlys Gelmerhorn;2668197;1164434;2605
Drachenberg;2750264;1199350;2605
Hochbocki;2703565;1180528;2605
Piz Mirutta;2743433;1194032;2605
Pizzo d'Ogliè;2687351;1138332;2605
Rosso;2687433;1139278;2605
Schiesshorn;2772959;1181964;2605
Tällistock;2741404;1178890;2605
Tête de Bellalué;2579556;1124150;2605
Usser Füürberg;2716319;1207269;2605
Chli Schijen;2691093;1168747;2606
Canardhorn;2794193;1191434;2607
Hahnen;2677601;1186368;2607
Tête à Grosjean;2580049;1124457;2607
Zinggen;2705095;1180609;2607
Schijen;2714000;1197614;2608
Six Noir;2575650;1118190;2608
Uf Fersyn;2622299;1138685;2608
Mära;2630222;1159086;2609
Murwetestock;2670625;1173401;2609
Winterhore;2608761;1155212;2609
Le Fou;2587164;1108032;2610
Stockhorn;2659717;1133020;2610
Foostock;2737464;1202181;2611
Piz Dalé;2741666;1141728;2611
Ruchen;2737464;1202181;2611
Cima Bianca;2705667;1138310;2612
Cima d'Azoglio;2654061;1109613;2612
Fahnenstock;2741188;1200681;2612
La Fava;2587773;1127888;2612
Mont à Cavouère;2582732;1123055;2612
Ammertespitz;2606612;1142455;2613
Camoscellahorn;2655686;1113972;2613
Etzlibergstock;2699129;1177217;2613
Heubützler;2742349;1201451;2613
Pizzo Pioltone;2655686;1113972;2613
Marchegghorn;2740066;1200000;2614
Piz Cavradi;2696261;1165329;2614
Schwarz Stöckli;2699127;1183510;2614
Crap Ner;2729248;1190403;2615
Piz Rentiert;2715913;1168685;2615
Pizzo Meda;2697090;1147720;2615
Landvogtehore;2606616;1151473;2616
Pizzo del Piatto di Röd;2690680;1143305;2616
Posmeda;2690360;1156679;2616
Pulpito;2685234;1141962;2616
Dents de Rossétan;2557867;1111134;2617
Le Chamossaire;2595891;1129714;2617
Piz Barscheinz;2771791;1149684;2617
Pizzo del Lago Gelato;2677539;1122537;2617
Pizzo dell'Alpe Gelato;2677539;1122537;2617
Poncione dei Laghetti;2688800;1146802;2617
Poncione della Bolla;2688800;1146802;2617
Wyssbirg;2632718;1159321;2617
Pizzo d'Era;2705391;1152865;2618
Tempahorn;2735150;1152718;2618
Vättnerchopf;2750991;1199745;2618
Piz Spegnas;2765540;1156962;2620
Alpler Torstock;2702355;1194609;2621
Piz del Largè;2732113;1138785;2621
Carungas;2771430;1160381;2622
Cima di Nèdro;2708772;1134454;2622
Kingspitz;2656444;1169644;2622
Piz Ner;2730471;1167356;2622
Sex des Branlettes;2578108;1123467;2622
Stelli;2777506;1189836;2622
Grossenegg;2646138;1169300;2623
Magehorn;2641777;1120376;2623
Muchetta;2775463;1171895;2623
Bruschgspitz;2742613;1167104;2624
Cima del Rosso;2651899;1107290;2624
Crap Tgietschen;2727568;1190165;2624
Rotstock;2727568;1190165;2624
Standelstock;2690836;1170722;2624
Wyssbodehorn;2643983;1118021;2624
Pizzi di Morghirolo;2697483;1145063;2625
Sädelhorn;2793707;1197715;2625
Piz Mulain;2766493;1174941;2626
Schwarzflua;2782856;1177546;2626
Cima de la Bedoleta;2732315;1141327;2627
Inner Füürberg;2717143;1207186;2627
Les Petits Perrons;2564369;1108611;2627
Piz Neaza;2756176;1164707;2627
Ringgenchopf;2727543;1191870;2627
Schijenflue;2785119;1209021;2627
Gspaltengrat;2739787;1199761;2628
Henglihorn;2669594;1183007;2628
Piz la Tschera;2754859;1161713;2628
Pizzo dei Foiòi;2686483;1140462;2628
Pizzo di Sceru;2720816;1146400;2628
Pointe de Chémo;2577425;1119163;2628
Ruchen;2688601;1182899;2628
Wiss Platta;2784913;1209377;2628
Wissberg;2679333;1185254;2628
Baslersch Chopf;2788271;1184093;2629
Tête Motte;2562862;1113575;2629
Bel Oiseau;2561186;1103161;2631
Grosses Gelmerhorn;2668196;1164543;2631
Munt Buffalora;2815281;1167854;2631
Piz Bovs;2759679;1160192;2631
Sassalta;2808515;1129864;2631
Six Manouvray;2574301;1081610;2632
Bockberg;2675768;1173332;2633
Cima de Nomnom;2732339;1133538;2633
Hochschijen;2680822;1168565;2633
Rossfallaspitz;2755110;1196918;2633
Alta Burasca;2733620;1141483;2634
Hangsackgrat;2743344;1201849;2634
Piz Cam;2767123;1137709;2634
Pointe de la Golette;2551785;1108826;2634
Beggistock;2714240;1189766;2635
Schwarzstock;2684912;1172997;2635
Witihüreli;2785554;1180754;2635
Piz Padion;2742240;1130918;2636
Verdushora;2744012;1168634;2636
Grauhorn;2648150;1110588;2637
Grosser Sättelistock;2676156;1189594;2637
Rotstock;2607564;1143449;2637
Schafgrind;2776581;1184092;2637
Schiahorn;2755212;1147382;2637
Strela;2778921;1186888;2637
Bächihoren;2717174;1206097;2638
Hohjegiburg;2657193;1170224;2639
Lauchernstock;2677818;1189808;2639
Monte Amianto;2720359;1152783;2639
Munt Dschembrina;2801845;1165326;2639
Piz Vigliuts;2716876;1166650;2639
Schwarzhorn;2669886;1183075;2639
Steinstock;2696124;1175627;2639
Nolla;2756449;1159175;2640
Pizzo Malora;2688423;1137580;2640
Älplichopf;2739588;1199374;2641
Pizzo di Mezzodì;2697020;1148919;2641
Chlys Engelhorn;2657112;1169856;2642
Piz Darlux;2780521;1166229;2642
Chänglischberg;2679718;1186709;2643
La Maye;2571781;1086370;2643
Piz Ot;2820758;1197495;2644
Pointe des Encrennes;2575540;1121132;2645
Zuetriibistock;2714803;1190079;2645
Pizzo Campala;2699457;1138415;2646
Pizzo del Lago Scuro;2687336;1147147;2648
Burg;2669387;1164218;2649
Piz Pardatschas;2702119;1173860;2649
Schwarzmönch;2637252;1155825;2649
Diederberg;2691485;1172867;2650
Tierberg;2676992;1180393;2650
Chörbschhora;2777775;1184791;2651
Mognoi;2697455;1145267;2651
Pointe de l'Ifala;2559177;1100425;2651
Grimsla;2757890;1151559;2652
Oeil de Boeuf;2558248;1102284;2652
Piz Culmet;2768017;1178501;2652
Chli Schiben;2737999;1199464;2653
Männliflue;2608287;1155560;2653
Piz di Val Marina;2742813;1133590;2653
Pointe des Martinets;2571661;1117558;2653
Weisshorn;2767965;1184401;2653
Pizzo di Mezzodì;2689286;1150509;2654
Aiguille du Charmoz;2557931;1099775;2655
Forca di Casséo;2720764;1149201;2655
Pointe Ronde;2567594;1098908;2655
Holzerspitz;2662570;1138190;2656
Piz Munschuns;2823365;1206327;2656
Piz Toissa;2759785;1165166;2656
Chüpfenflua;2778388;1186678;2657
Pointe du Midi;2565242;1096872;2657
Gemschberg;2648852;1169742;2658
Bösbächistock;2717073;1204284;2659
Nidfurner Turm;2719706;1206599;2659
Pizzo Corandoni;2698866;1156752;2659
La Brinta;2607188;1118255;2660
Piz Murtiröl;2796818;1163349;2660
Pizzo di Campello;2706544;1152576;2660
Poncione Val Piana;2681596;1147405;2660
Schwarzstöckli;2684161;1182941;2660
Pizzo Folcra;2684182;1148830;2661
Rad;2717226;1205018;2661
Tochuhorn;2643344;1122941;2661
Dent des Chis Vernas;2553024;1109192;2662
Graustock;2671034;1182282;2662
Mittaghorn;2703845;1188463;2662
Pécian;2700918;1153084;2662
Pizzo d'Orsino;2684344;1160086;2662
Schwarzhorn;2629018;1132965;2662
Vorder Geissbützistock;2713311;1189449;2662
Winterhorn;2684344;1160086;2662
Letihorn;2651578;1132501;2663
Pizzo dell'Uomo;2702663;1155683;2663
Rotstock;2641787;1158607;2663
Schlossstock;2682031;1189602;2663
Chrummhüreli;2781270;1172885;2664
Furkastock;2674642;1158709;2664
Pizzo d'Orsalìa;2682221;1132540;2664
Spitzisteinturm;2718961;1206295;2664
Vorder Griessstock;2704124;1188484;2664
Petite Chenalette;2578472;1080070;2665
Piz Giarsinom;2807126;1181198;2665
Piz Lad;2721600;1173539;2665
Piz Val Aulta;2704581;1165399;2665
Ammertehore;2606047;1140644;2666
Höch Turen;2714002;1198987;2666
Piz Mürasc;2802438;1126498;2666
Pizzo della Bedéia;2702391;1139159;2666
Tschepp Sut;2745013;1192830;2666
Cima dei Toroi;2718673;1147912;2667
Mont à Perron;2581975;1122104;2667
Hennasädel;2730823;1158960;2668
Pizzo Taneda;2696906;1157124;2668
Leiterberg;2724291;1194854;2669
Mont Gond;2588613;1108496;2669
Piz Mezdi;2827059;1162240;2669
Piz Tamborello;2743703;1152018;2669
Poncione di Tremorgio;2696884;1148712;2669
Barglen;2668206;1183213;2670
Hochwart;2748273;1204038;2670
Piz Muet;2779464;1163849;2670
Plattenhorn;2793952;1196690;2670
Schiben;2668206;1183213;2670
Schwarzhorn;2780948;1190710;2670
Tête du Petit Cor;2572456;1115287;2670
Torrone Rosso;2725161;1129026;2670
Wannehorn;2633584;1115750;2670
Cima di Piancabella;2719999;1145270;2671
Unnere Stock;2662239;1151918;2671
Grathorn;2662463;1142673;2672
Piz Cugn;2720657;1169577;2672
Grand Perron;2559435;1100721;2673
Mont Noble;2604000;1117335;2673
Strel;2773925;1180313;2673
Pointe des Plans Sades;2579802;1084301;2674
Rot Gitschen;2685396;1190581;2674
Gatschieferspitz;2789812;1189800;2675
Mont Sagerou;2554431;1108582;2675
Piz della Forcola;2742887;1131152;2675
Huetstock;2668171;1184875;2676
Uomo di Sasso;2721277;1149540;2676
Wild Geissberg;2668171;1184875;2676
Grosses Fülhorn;2659437;1137741;2677
Tgiern Sogn Gions;2704402;1163935;2677
Fülhorn;2642102;1125196;2678
Gilbistock;2747413;1202468;2678
Mittaghore;2611536;1146273;2678
Piz la Buora;2710871;1165496;2678
Vorstegstock;2721056;1193755;2678
Hanghorn;2669055;1184108;2679
Piz S-chalambert Dadora;2826410;1188697;2679
Ärezhorn;2642390;1123746;2680
Les Grandes Otanes;2564579;1096545;2680
Piz Lischeias;2728890;1166243;2680
Faulhorn;2642883;1169443;2681
Piz Martegnas;2760135;1160544;2681
Zahm Andrist;2626775;1155848;2681
Chalchhoren;2727347;1192195;2682
Hinterberg;2793406;1199230;2682
Jatzhora;2784929;1182260;2682
Munt Baselgia;2805304;1176978;2682
Parpaner Schwarzhorn;2764785;1182641;2682
Pizzo Caldözz;2726470;1140829;2682
Chly Chastelhorn;2660109;1149393;2683
Roda Val della Neve;2768888;1133384;2683
Birg;2632003;1156798;2684
Rasiva;2699459;1132400;2684
Schoibhoren;2668946;1162241;2684
Tällihora;2785519;1179443;2684
Älpeltispitz;2789560;1195614;2685
Cima del Serraglio;2814815;1163961;2685
Piz Prosonch;2779596;1169588;2685
Piz Terza;2806224;1172194;2685
Mittaghore;2600009;1137200;2686
Pizzo dell'Uomo;2682982;1157865;2686
Tachaigne;2600009;1137200;2686
Weissfluhjoch;2780511;1189577;2686
Zenjiflua;2778643;1190039;2686
Brochahöreli;2725874;1156259;2687
Pointe à Corbeau;2556594;1099630;2687
Esel;2643216;1168687;2688
Motter Köpf;2820439;1203746;2688
Spedla;2776849;1148425;2688
Teischer;2736271;1161537;2688
Graustock;2665739;1171699;2689
Ils Cotschens;2703237;1165284;2689
Martschenspitz;2678658;1131279;2689
Piz Pian Grand;2732002;1142127;2689
Pizzo Stella;2678658;1131279;2689
Becca de Corbassière;2589727;1096272;2690
Munt da Chierns;2825152;1207872;2690
Piz da Schmorras;2758003;1155416;2691
Piz Ner;2721479;1166732;2691
Chindbettihore;2611790;1142428;2692
Mottone;2726020;1130382;2692
Rosso di Grav;2726020;1130382;2692
Punta Levis;2748164;1151099;2693
Piz de Groven;2732505;1131109;2694
Sex de la Brinta;2606974;1116994;2694
Cima del Laghetto;2721382;1149880;2695
Mont Rogneux;2586524;1106041;2695
Felsberger Calanda;2753753;1194208;2696
Gibelhorn;2653750;1129828;2696
Poncione di Fieud;2685209;1155109;2696
Börterhora;2786960;1179862;2697
Mont Gautier;2604161;1116232;2697
Piz Arlos;2764476;1158644;2697
Schafhore;2590287;1134958;2697
Bodahora;2742413;1162011;2698
Chlei Sattelhora;2789397;1176199;2698
Petit Mont Gond;2586624;1126235;2698
Pizzo Solögna;2681337;1137069;2698
Bräntlershorn;2648813;1161628;2699
Petit Clocher des Planereuses;2571965;1091969;2699
Piz Dado;2720378;1183398;2699
Pizzo di Röd;2690268;1145211;2699
Chli Kärpf;2726043;1197818;2700
Rotsandnollen;2669120;1183678;2700
Klein Wellhorn;2654454;1168456;2701
Tita Naire;2578512;1121566;2701
Crêta Besse;2593522;1128388;2702
Chipfestock;2658569;1164325;2703
Fontanabran;2561345;1105475;2703
Laufbodehore;2602697;1138671;2703
Sé Tremblo;2572600;1114931;2703
Monte Gardè;2799619;1128413;2704
Rätschahorn;2783602;1201203;2704
Vorder Ortstock;2715190;1198221;2704
Tiaun;2770989;1177154;2705
Chrummhora;2747754;1195261;2706
Cima d'Örz;2725327;1132955;2706
Huetstöckli;2704884;1186486;2706
Mederger Flua;2776549;1184750;2706
Mot;2816037;1194253;2706
Première Dent;2552084;1109033;2706
Runal;2746395;1167054;2706
Pointe des Tsermettes;2593547;1128830;2707
Schrotenstock;2687068;1179943;2707
Vergine;2768821;1133249;2707
Piz Tagliola;2694823;1163938;2708
Pizzo di Mezzodì;2706998;1137288;2708
Chrüzlistock;2699561;1174532;2709
Fläugenfadhorn;2686754;1186200;2709
Gross Schiahora;2780491;1187922;2709
Clocher de la Chaux;2576469;1082871;2710
La Capiala;2721693;1168552;2710
Mont Gond;2586503;1126043;2710
Ostegg;2646184;1160810;2710
Pizzo della Sassada;2696065;1147788;2710
Gsür;2606227;1151049;2711
Ochsentällispitz;2795474;1190354;2711
Piz Val Matruga;2820213;1203916;2711
Garzen;2650513;1172466;2712
Piz Cartas;2759115;1159645;2712
Piz Stgir;2721589;1165718;2712
Piz Starlera;2709149;1163719;2713
Pizzo Campolungo;2698382;1146148;2713
Pizzo Straciugo;2652716;1109196;2713
Spatlaskopf;2824694;1208634;2713
Älplistock;2686113;1186060;2714
Le Crepon Blanc;2593472;1110186;2714
Piz de Montagnìa;2741751;1140578;2714
Pizzo di Sancia;2741751;1140578;2714
Pointe Bourdillon;2552650;1109114;2714
Punta Negra;2696007;1157816;2714
Tête de Ferret;2571897;1082685;2714
Cima de Lughezasca;2742961;1134774;2715
Piz Papalin;2743175;1134479;2715
Chlei Schild;2790811;1195502;2716
Illhorn;2613689;1123517;2717
Mittler Griessstock;2703907;1187925;2717
Ortstock;2714965;1198249;2717
Sur al Cant;2768049;1144418;2717
Mittelberg;2629907;1111528;2718
Nünihore;2613272;1147423;2718
Piz Mez;2760560;1155751;2718
Pízz Cramosín;2708092;1135612;2718
Poncione di Vespero;2687719;1150438;2718
Rot Stock;2687090;1182434;2719
Hasenstöck;2678574;1190324;2720
Hinter Geissbützistock;2713016;1189766;2720
Piz dal Sasc;2770704;1142092;2720
Rotbrätthoren;2637872;1155486;2720
Curvér Pintg da Neaza;2756954;1163820;2721
Dent de Chamosentse;2577965;1120402;2721
Durlochhorn;2631908;1114045;2721
