NAME;E;N;Z
Comano;2717360;1099492;502
Canobbio;2718260;1099448;408
Cadro;2719598;1100486;451
Stabio;2716620;1078440;343
Riva San Vitale;2718960;1084265;276
Novazzano;2719865;1077803;346
Coldrerio;2720502;1079312;346
Balerna;2721977;1078077;248
Chiasso;2723268;1077052;239
Morbio Inferiore;2722989;1078439;302
Vacallo;2723918;1078396;315
Mendrisio;2719813;1080877;340
Paradiso;2716850;1094241;294
Pregassona;2718649;1097850;324
Viganello;2718543;1096773;293
Chambésy;2499923;1121151;448
Cologny;2503344;1119546;467
Chêne-Bourg;2504028;1116737;420
Vandoeuvres;2504628;1119529;458
Puplinge;2506809;1118344;430
Troinex;2500942;1112397;431
Collonge-Bellerive;2504259;1122726;392
Anières;2506657;1126258;394
Corsier GE;2506377;1124313;430
Bellevue;2500191;1123572;395
Mies;2502254;1128624;403
Coppet;2503779;1130928;398
Commugny;2502757;1130444;416
Founex;2504633;1132061;385
Genthod;2501454;1124421;395
Cointrin;2496868;1120138;416
Confignon;2495798;1115461;435
Prangins;2508345;1138942;416
St-Sulpice VD;2532515;1151733;395
Le Mont-sur-Lausanne;2538115;1156751;682
Epalinges;2541155;1155897;801
Lutry;2541989;1150748;398
Crissier;2533835;1155424;438
Chavannes-près-Renens;2533761;1153823;406
Belmont-sur-Lausanne;2541681;1152679;617
Zizers;2761714;1200430;545
Igis;2762440;1201615;559
Landquart;2761855;1202609;525
Davos Platz;2781776;1185215;1563
Davos Dorf;2783129;1186777;1552
Peseux;2558329;1204230;541
Bôle;2554457;1201931;528
Laupen BE;2584857;1194495;486
Liebefeld;2598664;1197756;564
Wabern;2601413;1197236;554
Spiegel b. Bern;2599875;1197176;625
Thörishaus;2593138;1193502;554
Schliern b. Köniz;2598164;1195467;656
Niederwangen b. Bern;2595446;1197191;576
Stettlen;2606434;1200964;566
Muri b. Bern;2603551;1197425;535
Köniz;2598225;1196649;588
La Tour-de-Trême;2571026;1162000;755
Murten;2575408;1197140;449
Morat;2575408;1197140;449
Riaz;2571062;1165632;728
Oberhofen am Thunersee;2617722;1175443;573
Hünibach;2615927;1177323;584
Bouveret;2555288;1137140;377
Châtel-St-Denis;2558639;1153045;810
Territet;2560564;1141754;435
Montreux;2559549;1142786;403
Chernex;2559615;1143595;560
Reichenbach im Kandertal;2619069;1162772;722
Frutigen;2615666;1159689;815
Crans-Montana;2602860;1128540;1484
Collombey;2562186;1124431;391
Haute-Nendaz;2588373;1114278;1396
Verbier;2583244;1105351;1508
Therwil;2608972;1260935;306
Bottmingen;2610353;1263561;316
Pfeffingen;2611380;1256366;397
Dornach;2613426;1258977;345
Büsserach;2607725;1249238;416
Orbe;2530896;1175755;454
Le Sentier;2507752;1162374;1008
Ipsach;2584516;1218254;447
Hauterive NE;2564580;1206904;486
St-Blaise;2565846;1207126;459
Marin-Epagnier;2567176;1206522;451
Selzach;2601093;1228072;452
Bettlach;2598366;1227835;501
Lengnau BE;2594541;1225477;439
Longeau;2594541;1225477;439
Aarberg;2587718;1210368;446
Lützelflüh-Goldbach;2618814;1206151;583
Zuchwil;2609268;1228558;431
Langendorf;2605627;1229961;490
Lohn-Ammannsegg;2606673;1224358;498
Koppigen;2612267;1220099;474
Utzenstorf;2608805;1219969;475
St-Légier-La Chiésaz;2557097;1146964;593
Gwatt (Thun);2613850;1175447;561
Oberdorf BL;2623617;1249308;498
Erlinsbach SO;2642692;1249697;400
La Conversion;2542180;1151673;554
Dagmersellen;2641505;1229529;475
Zeiningen;2632662;1265913;346
Kaisten;2645618;1265662;332
Watt;2678450;1255075;438
Glattpark (Opfikon);2684895;1252842;424
Hünenberg See;2676434;1225495;422
Biasca;2717812;1135448;304
Engelberg;2673848;1186038;1004
Matten b. Interlaken;2632723;1169960;573
Windisch;2658492;1258836;361
Felben-Wellhausen;2713097;1270764;396
Uzwil;2727805;1255557;548
Wittenbach;2747055;1258501;614
Gamprin-Bendern;2757237;1232207;500
Breganzona;2715532;1096375;414
Savièse;2592561;1121082;744
Crans VS;2601185;1128098;1409
Luzern;2665576;1210872;451
Lucerna;2665576;1210872;451
Lucerne;2665576;1210872;451
St. Gallen;2745836;1254365;669
Saint-Gall;2745836;1254365;669
San Gallo;2745836;1254365;669
Son Gagl;2745836;1254365;669
Biel/Bienne;2586260;1220619;436
