NAME;E;N;Z
Platthorn;2632646;1112854;3246
Turbhorn;2664720;1139975;3246
Bächlistock;2661379;1159792;3247
Piz Barghis;2745107;1195890;3247
Piz Ot;2781864;1157413;3247
Punta Terrarossa;2649880;1124100;3247
Ringelspitz;2745107;1195890;3247
Wasenhorn;2649880;1124100;3247
Bösentrift;2628190;1099067;3248
Mattwaldhorn;2639788;1116479;3250
Piz Misaun;2788725;1144570;3250
Wildhorn;2594010;1133711;3250
Piz Jenatsch;2774705;1157119;3251
Cavistrau Grond;2717207;1182613;3252
Piz Umur;2788470;1140416;3254
Sasseneire;2606685;1109693;3254
Piz Tschütta;2821310;1198812;3255
Ränfenhorn;2655502;1164948;3255
Stammerspitz;2821310;1198812;3255
Gross Düssi;2706051;1183212;3256
Kleiner Piz Buin;2803920;1191369;3256
Piz Buin Pitschen;2803920;1191369;3256
Piz Git;2706051;1183212;3256
Haute Cime;2560188;1112309;3258
Inner Rothorn;2622948;1113943;3258
Pointe des Ravines Rousses;2569700;1093475;3258
Le Parrain;2593239;1099370;3259
Grauhorn;2721992;1151634;3260
Les Botseresses;2586539;1086991;3260
Les Trois Frères;2587431;1083239;3260
Spitzi Flue;2631151;1096334;3260
Pizzi Gemelli;2767391;1129207;3261
Pointe du Jardin des Chamois;2598373;1085855;3261
Piz Forbesch;2762702;1154312;3262
Aiguille du Génépi;2566203;1094317;3263
La Roussette;2600630;1098367;3263
Piz Languard;2793287;1151667;3263
Scima da Saoseo;2809153;1140765;3263
Clariden;2709273;1188874;3267
Piz Üertsch;2783710;1163378;3267
Böshorn;2642782;1116538;3269
Rauthorn;2642782;1116538;3269
Pointe d'Orny;2569331;1094589;3272
Helsenhorn;2658022;1128425;3273
Rothorn;2645955;1142793;3273
Basòdino;2679176;1140547;3274
Dammazwillinge;2676042;1163962;3274
Le Râteau;2587837;1084253;3274
Wildi Frau;2626218;1150342;3274
Sciora Dadent;2768405;1129658;3275
Hogleifa;2627292;1135538;3277
Ritzlihoren;2662810;1164886;3278
Rothorn;2622716;1114467;3278
Pizzo Tambo;2741601;1151183;3279
Piz Fliana;2803707;1189694;3281
Cima della Bondasca;2768263;1128605;3289
Corno Rosso;2668370;1142263;3289
Rothorn;2668370;1142263;3289
Vorderes Zenbächenhorn;2645883;1142905;3289
Torrone Centrale;2773935;1129363;3290
Färichhorn;2632453;1111651;3292
Piz Frisal;2716008;1184199;3292
Cima Valeta;2805964;1145459;3294
Gänderhorn;2638376;1138414;3294
Hangendgletscherhorn;2656969;1164507;3294
Hockenhorn;2623485;1141941;3294
Roc des Plines;2569477;1093093;3294
Muttler;2823976;1198592;3296
Gross Schärhorn;2706118;1187141;3297
Blüemlisalp Rothorn;2624945;1149341;3298
Verstanclahorn;2800901;1190472;3298
Aiguilles du Midi;2566564;1094296;3301
La Cassorte;2599740;1098204;3301
Cima di Vazzeda;2776002;1131236;3302
Distulberg;2623710;1111204;3303
Piz Paradisin;2805863;1145146;3303
Gletschhorn;2676607;1163653;3304
Pointe de Moiry;2610656;1103587;3304
Punta Rasica;2772800;1129773;3305
Tête du Filon;2591128;1084301;3306
Hienderstock;2659749;1159769;3307
Kleiner Pollux;2627609;1088606;3307
Brändjihorn;2623269;1113461;3308
Kanzilti;2643666;1103348;3308
Wilerhorn;2628616;1136426;3308
Mittler Tierberg;2673438;1171613;3309
Pizzo Badile;2765576;1129308;3309
Garda Bordon;2612289;1107745;3310
Grosser Piz Buin;2804403;1191600;3312
Piz Buin Grond;2804403;1191600;3312
Stucklistock;2680173;1174531;3313
Olmenhorn;2647149;1144894;3314
Pfulwe;2631677;1096185;3314
Tête de Balme;2591702;1084360;3314
Tschingelspitz;2630805;1151145;3315
Fluehorn;2630178;1096935;3316
Klein Blinnenhorn;2666620;1142288;3316
Tschima da Flix;2773704;1154861;3316
Vorder Sustenlimihorn;2677550;1171361;3316
Vorder Sustenhorn;2677643;1173797;3318
Pointe du Crêt;2594304;1098603;3322
Plattenhorn;2644008;1103423;3324
Oberer Torberg;2639730;1142775;3325
Almagellerhorn;2642974;1104081;3327
Porphyr;2713074;1184053;3327
Chapütschin Pitschen;2782825;1138357;3328
Oberalpstock;2701698;1177698;3328
Piz Tgietschen;2701698;1177698;3328
Mont Cordine;2586790;1082863;3329
Mont Fort;2590723;1103233;3329
Monte Sissone;2775351;1129378;3329
Ewigschneehoren;2655931;1160913;3330
La Dent de Pro;2584507;1083414;3330
Punta Banella;2645366;1101382;3332
Torrone Orientale;2774372;1129120;3332
Piz Picuogl;2774116;1155035;3333
Grand Carré;2587969;1084507;3334
La Rosablanche;2593463;1101000;3336
Piz Ela;2773828;1163701;3339
Kleines Nesthorn;2630943;1138450;3342
Pizzo Scarone;2645469;1100975;3342
Wasuhorn;2623977;1113587;3342
Grand Epicoune;2599665;1085473;3344
Le Portalet;2570356;1093411;3344
Petite Aouille;2599661;1086642;3344
Platthorn;2623044;1100284;3345
Aiguille de Bocheresse;2591114;1092305;3346
Cresta di Stenigalchi;2638273;1093945;3346
Steinchalchhorn;2638273;1093945;3346
Mont Avril;2592670;1084852;3347
Mont de la Balme;2594985;1083182;3348
Torrone Occidentale;2773256;1129434;3350
Cima dal Cantun;2772515;1131275;3352
Mont Percé;2588050;1084646;3353
Piz Boval;2789381;1143643;3353
Pointe de la Grande Arête;2608213;1090776;3354
Pointe du Vasevay;2594375;1097741;3355
Stelli;2643129;1098673;3357
Petit Grépillon;2570660;1084716;3358
Piz Urlaun;2713714;1183883;3359
Pointe de la Grande Lire;2597572;1088455;3360
Scheideggwetterhorn;2651441;1166197;3361
Cima dello Spigolo;2645281;1101522;3363
Mittelrück;2645759;1104110;3363
Piz Fora;2780601;1134858;3363
Pizzo di Loranco;2645759;1104110;3363
Cima di Rosso;2775607;1130894;3366
Jegiturm;2641859;1112082;3368
Egginer;2638005;1102753;3369
Fründehorn;2624489;1147329;3369
Pizzo Cengalo;2766676;1129353;3369
Tsa de l'Ano;2610403;1102969;3369
Wisse Schijen;2623549;1104747;3369
Mont de l'Etoile;2600891;1102485;3370
Grabenhorn;2629524;1104745;3372
Blinnenhorn;2666804;1141984;3374
Corno Cieco;2666804;1141984;3374
Gugla;2630384;1109225;3377
Piz d'Err;2772774;1157357;3378
Cima di Castello;2772470;1130288;3379
Güferhorn;2724647;1152515;3379
Piz Güglia;2778197;1151490;3380
Piz Julier;2778197;1151490;3380
Älwe Rigg;2632411;1139391;3381
Tieralplistock;2671700;1165078;3383
Piz Mellen;2712579;1184501;3384
Zuckerstock;2634738;1148102;3384
Pointe des Chamois;2594439;1098231;3385
Zenbächenhorn;2645314;1143271;3386
Aguoglia digl Kesch;2786964;1166075;3387
Diechterhoren;2670548;1166733;3388
Il Chapütschin;2783123;1138681;3388
Sandgipfel;2713309;1186399;3390
Becca Picion;2599110;1084885;3392
Furgghorn;2621946;1100311;3392
Piz Platta;2762996;1150621;3392
Unter Gabelhorn;2620057;1097219;3392
Pointe du Capucin;2586503;1082466;3396
Trifthorn;2642184;1107603;3396
Fluchthorn;2812439;1197335;3397
Pigne de la Lé;2613310;1103505;3397
Piz Calderas;2773136;1156396;3397
Piz Fenga;2812439;1197335;3397
Cimone di Camposecco;2645295;1101971;3398
Piz da la Fuorcla;2784165;1137159;3398
Schneehoren;2640125;1155469;3400
Adula;2722950;1150414;3402
Maasplangstock;2673608;1169465;3402
Piz Valrhein;2722950;1150414;3402
Rheinwaldhorn;2722950;1150414;3402
Schilthorn;2634917;1110932;3402
Gamserchopf;2643002;1114911;3403
Gwächtenhorn;2674455;1171517;3404
Pointe d'Otemma;2596832;1087988;3404
Mettelhorn;2623451;1100503;3406
Üssers Stellihorn;2623080;1113188;3406
Bec du Chardoney;2597589;1084097;3407
Jägihorn;2634262;1138926;3407
Oberaarnollen;2656771;1152666;3409
Inners Stellihorn;2623206;1112884;3410
Leiterspitzen;2629551;1102490;3410
Piz Linard;2800954;1186458;3410
Gässispitz;2622940;1112270;3411
Oberrothorn;2628975;1097422;3414
La Muongia;2783675;1137890;3415
Fleckistock;2680974;1173459;3417
Rot Stock;2680974;1173459;3417
Tête Blanche;2590428;1085025;3417
Piz d'Es-cha;2786410;1166230;3418
Piz Kesch;2786410;1166230;3418
Augstkummenhorn;2645127;1102172;3419
Bifertenstock;2715934;1184792;3419
Grande Dent du Veisivi;2606909;1099921;3419
Piz Durschin;2715934;1184792;3419
Piz Caral;2796350;1140338;3421
Wysse Nollen;2673743;1167397;3421
Stoc Grond;2712649;1184308;3422
Tête Blanche;2567548;1092569;3422
Pointe des Darbonires;2599634;1101572;3423
Becca Rayette;2598438;1084444;3432
La Rayette;2598438;1084444;3432
Piz Dado;2712643;1184638;3432
Piz Murtel;2783069;1142919;3433
Gspaltenhorn;2629828;1151217;3436
Stellihorn;2643536;1098457;3436
Grunerhorn;2656843;1154523;3437
Breithorn;2649767;1120994;3438
Aiguilles du Pissoir;2566826;1094068;3441
Piz Tremoggia;2783421;1136171;3441
Pointe de la Petite Lire;2598689;1089079;3443
Les Luisettes;2588138;1084934;3444
Hinter Tierberg;2673469;1170483;3446
Wasenhorn;2655824;1149872;3447
Tällihorn;2646304;1108188;3448
Rinderhorn;2616582;1140267;3449
Cima del Breuil;2620240;1089200;3451
Furgghorn;2620240;1089200;3451
Piz Corvatsch;2782789;1142435;3451
Tête du Breuil;2620240;1089200;3451
Piz Varuna;2796577;1136626;3454
Inner Rothorn;2641920;1112616;3455
Scheuchzerhorn;2657669;1155010;3456
Becca de la Lia;2590708;1092045;3459
Strahlegghorn;2652081;1158472;3461
Becca Labié;2601377;1086760;3463
Becque Labié;2601377;1086760;3463
Altmann;2655666;1153656;3464
Chlyn Eiger;2642726;1157954;3467
Piz d'Arlas;2795666;1141165;3467
Corno del Teodulo;2620918;1088672;3469
Mont de Saint Théodule;2620918;1088672;3469
Theodulhorn;2620918;1088672;3469
Schönbielhorn;2614900;1095831;3472
Äbihorn;2616644;1096600;3473
Aiguille Purtscheller;2566974;1093413;3475
Kleindoldehorn;2622165;1146550;3475
Lauteraarrothörner;2654825;1157585;3477
Oberaarrothorn;2656950;1152386;3477
Testa Grigia;2620842;1087072;3480
Tête Grise;2620842;1087072;3480
Wannenzwillinge;2651062;1147706;3481
Nass Strahlegg;2653124;1156122;3482
Südliches Wysshorn;2639568;1143257;3483
Tête de Riondet;2586256;1082136;3485
Oeschinenhorn;2625225;1148097;3486
Hinteres Galmihorn;2657560;1151566;3488
Pizzo Bottarello;2645166;1102688;3488
Sonnighorn;2645166;1102688;3488
Aiguille Forbes;2566788;1091385;3489
Aiguille Verte;2588421;1085107;3489
Pointe de la Vouasson;2598981;1102197;3490
Chlys Tschingelhoren;2631092;1147474;3495
Klein Schreckhorn;2650851;1161374;3495
Bec de la Sasse;2601557;1087105;3496
Becca de la Sassa;2601557;1087105;3496
Pointe de Bertol;2606940;1095338;3500
Schöllihorn;2623110;1109686;3500
Dschimels;2786508;1137550;3502
I Gemelli;2786508;1137550;3502
Sustenhorn;2677741;1172471;3502
Porton Nord;2599380;1090188;3503
Piz Sella;2786946;1137400;3507
Vorderes Galmihorn;2657303;1150856;3507
Petit Darrey;2570399;1089913;3508
Stierbärg;2619942;1109326;3508
Grand-Luy;2569708;1089713;3509
Tête Biselx;2568963;1092601;3509
Pointe de Tsalion;2606504;1097453;3511
Petite Fourche;2567724;1092201;3513
Pointe des Portons;2599358;1089626;3513
Grand Darrey;2570677;1089780;3514
Tiefenstock;2675337;1164471;3516
Petite Aiguille;2587217;1087921;3517
Mont Gelé;2594367;1083618;3518
Aiguille de la Varappe;2568602;1092443;3519
Finsteraarrothorn;2654477;1152073;3531
Bec d'Epicoune;2598736;1084780;3532
Stockhorn;2630937;1092752;3532
Chlys Silberhoren;2639500;1154860;3534
Cima Sondrio;2785132;1137313;3539
Diablon des Dames;2618032;1109556;3539
Aiguilles du Tour;2566878;1093840;3541
Pointe de Boette;2601994;1087086;3541
Piz Tschierva;2788160;1143283;3546
Wysshorn;2639629;1143671;3546
Dents de Bertol;2607744;1093981;3547
Gemshorn;2634668;1107960;3548
La Luette;2596040;1095425;3548
Aouille Tseuque;2600350;1086508;3554
Monte Leone;2651789;1122226;3554
Unnerbächhorn;2638505;1139493;3554
Eggstock;2674987;1167239;3555
Mathildespitze;2641222;1155225;3555
Petit Mont Collon;2603280;1090682;3556
Tschingelhoren;2631454;1147580;3556
Le Ritord;2585862;1090163;3558
Lonzahörner;2635782;1141499;3560
Aiguille d'Amiante;2588711;1085507;3562
Pointes du Mourti;2611410;1102333;3564
Portjenhorn;2645611;1106244;3566
Vorderer Rhonestock;2675136;1164932;3566
Le Moine;2586977;1088223;3567
Glarner Tödi;2713203;1185435;3568
Mont Braoulé;2607769;1089279;3572
Mont Brulé;2607769;1089279;3572
Sphinx;2641939;1155288;3572
Le Sonadon;2588810;1085590;3577
Mont Grépillon;2569923;1085172;3580
Inners Barrhorn;2623073;1110957;3583
La Sella;2785442;1137526;3584
Wyssnollen;2649844;1151134;3584
Aiguille de l'Amône;2569244;1086586;3586
Galenstock;2674943;1162841;3586
Grande Tête de By;2589084;1085375;3588
Pointe Morin;2568826;1088071;3588
Anuchnubel;2639218;1147716;3589
Hinterer Rhonestock;2675090;1165239;3589
Wandfluehorn;2612644;1094498;3589
Petit Blanchen;2602536;1086931;3591
Dent de Tsalion;2606560;1096954;3592
Piz Glüschaint;2784787;1137390;3594
Grünhörnli;2649324;1152111;3596
Ankenbälli;2654151;1162483;3601
Piz Cambrena;2795260;1140498;3606
Pointe de la Fouly;2568961;1086944;3608
Senggchuppa;2642996;1114343;3608
Les Diablons;2617948;1110134;3609
Piz Prievlus;2789868;1141339;3609
Schneestock;2675279;1166767;3609
Corno Nero;2636415;1094051;3610
Schwarzberghorn;2636415;1094051;3610
Üssers Barrhorn;2622823;1111647;3610
Grande Fourche;2567646;1091727;3611
Pointe Barnes;2607977;1091643;3612
Dent des Rosses;2611741;1101838;3613
Piz Russein;2712648;1185507;3613
Cima Brioschi;2634182;1091049;3617
Unter Äschhorn;2621399;1100781;3618
Dents du Vélan;2585884;1081857;3620
Schwarzhorn;2634322;1106550;3620
Kleines Fillarhorn;2634053;1089891;3621
Morgehorn;2627147;1149376;3621
Tyfelsgrat;2634297;1140487;3623
La Pointe de Challand;2586368;1089592;3625
Nördliches Wysshorn;2639567;1143987;3625
Gross Bigerhorn;2633367;1110490;3626
Combin du Meitin;2587635;1087305;3627
Grosses Fusshorn;2642984;1142282;3628
Torre di Castelfranco;2634169;1091347;3629
Altels;2618433;1141982;3630
Dammastock;2675217;1166272;3631
Oberaarhorn;2656454;1153611;3631
Studerhorn;2654397;1153698;3633
Vorderes Geisshorn;2643208;1144614;3633
L'Aiguille du Vélan;2584892;1082964;3634
Mont Collon;2605333;1091725;3637
Doldenhorn;2622756;1146396;3639
Kleines Dreieckhorn;2645751;1146585;3639
Neue Weisstorspitze;2636024;1093123;3639
Goldenhorn;2638864;1154513;3640
Les Aiguilles du Meitin;2586389;1089354;3642
Dôme;2617666;1102281;3646
Gredetschhorli;2636158;1140155;3646
La Sâle;2594841;1096887;3646
Hugihorn;2654294;1158205;3647
Blanche du Perroc;2606529;1098792;3649
Wyssi Frau;2626451;1148986;3649
Breitlauihorn;2634033;1140248;3654
Mitre de l'Evêque;2605247;1090800;3654
Bärglistock;2653781;1162878;3655
Kleines Breithorn;2633519;1147257;3655
Pizzo d'Andolla;2646098;1105648;3656
Pointe de Bricola;2611848;1101227;3658
Blüemlisalphorn;2625579;1148661;3661
Blanc de Moming;2617474;1102484;3662
Combin de Boveire;2586985;1090369;3664
Petit Combin;2586744;1092488;3664
Pointes des Douves Blanches;2606412;1096300;3664
Kranzberg Südgipfel;2642479;1151628;3666
Grosses Fillarhorn;2634309;1090331;3667
Aiguille de la Tsa;2606477;1096664;3668
Le Besso;2617023;1102930;3669
Ober Äschhorn;2620818;1101038;3669
Petit Bouquetin;2608027;1091808;3670
Hohwänghorn;2616358;1097489;3671
Tête de Chavannes;2609777;1092770;3672
Pointe Sud du Brenay;2600481;1090970;3673
Pointe des Genevois;2606741;1098398;3675
Dent du Perroc;2606545;1098658;3676
Pointe Kurz;2568749;1087497;3677
Grand Blanchen;2602815;1087223;3678
Grande Aiguille;2586528;1088768;3682
Mittler Gabelhorn;2618417;1098007;3686
Rosenhorn;2653488;1164758;3689
Tête de Milon;2619544;1107476;3689
Silberhorn;2639146;1154644;3690
Wetterhorn;2651829;1165502;3690
Balmhorn;2619598;1141519;3691
Walcherhorn;2645729;1156696;3692
Rotstock;2643294;1142819;3699
Tournelon Blanc;2590968;1090913;3700
Mittelhorn;2652537;1165095;3702
Le Pleureur;2594618;1096079;3704
Kleines Wannenhorn;2651141;1148254;3707
Tête Blanche;2610596;1092791;3711
Arbenhorn;2616404;1098042;3713
Mont Durand;2616404;1098042;3713
La Serpentine;2599109;1091737;3714
La Singla;2602580;1088241;3714
Testa del Leone;2615894;1091102;3715
Tête du Lion;2615894;1091102;3715
Combin de Corbassière;2587758;1091761;3716
Distlighorn;2639214;1145043;3716
L'Evêque;2604970;1090315;3717
Mont Vélan;2585407;1082349;3721
Sattelhorn;2643737;1143749;3724
Trifthorn;2618549;1100029;3730
Kleines Lauteraarhorn;2653701;1158875;3738
Geisshorn;2643572;1143457;3740
Hohgwächte;2631119;1105877;3740
Kranzberg Nordgipfel;2641585;1152459;3742
Nässihorn;2651657;1160578;3744
Kleines Aletschhorn;2641333;1146364;3745
Sattelhorn;2640377;1146381;3745
Kinhorn;2630587;1102929;3751
Piz Morteratsch;2789374;1141987;3751
Aiguille de l'A Neuve;2568836;1089075;3753
Grosshorn;2636212;1148509;3755
Louwihorn;2640691;1152989;3776
Bouquetins Sommet Nord;2608222;1092885;3780
Breithorn;2633652;1147562;3780
Pigne d'Arolla;2601277;1093316;3782
Breithorn;2634999;1140946;3785
Pointe de Zinal;2614860;1097304;3791
Cima di Jazzi;2635328;1092247;3793
Fluchthorn;2636846;1096783;3795
Balfrin;2634129;1109391;3796
Schinhorn;2639030;1144596;3797
Tête de Valpelline;2611093;1091432;3799
Dreieckhorn;2644658;1147569;3811
Mont Dolent;2569549;1085673;3820
Nesthorn;2637469;1140313;3820
Piz Spinas;2793398;1139537;3823
Tour de Boussine;2591114;1087182;3831
Brunegghorn;2623740;1108314;3832
Tour Noir;2568892;1088667;3837
Bouquetins Sommet Central;2608281;1092304;3839
Pointe du Mountet;2619033;1100672;3840
Pointe Carrel;2613747;1091104;3841
Punta Carrel;2613747;1091104;3841
Schönbühlhorn;2650098;1149861;3854
Crête Nord de Moming;2620218;1102928;3863
Grünegghorn;2648741;1152993;3863
Chamm;2649148;1150260;3866
Roseg Pitschen;2788289;1138700;3868
Crast'Agüzza;2790766;1138507;3870
Mont Blanc de Cheilon;2598345;1093508;3870
Chapütschin da Naiv;2789064;1139105;3874
Schneehaube;2789064;1139105;3874
La Ruinette;2597040;1091952;3875
Fiescher Gabelhorn;2649555;1150321;3876
Klein Matterhorn;2622592;1087467;3883
Feechopf;2634430;1099767;3888
Chli Dirruhorn;2631583;1107948;3890
Mittaghorn;2637923;1149775;3893
Aiguille d'Argentière;2567562;1089883;3895
Kleines Fiescherhorn;2648860;1156228;3896
Ochs;2648860;1156228;3896
Dos de Rollin;2623000;1085863;3899
Gobba di Rollin;2623000;1085863;3899
Wellenkuppe;2618518;1098966;3899
Piz Palü;2793965;1139503;3900
Grosses Wannenhorn;2650555;1149383;3906
Kleines Grünhorn;2648745;1154141;3913
Muotta da Naiv;2787801;1138935;3918
Schneekuppe;2787801;1138935;3918
Ulrichshorn;2633858;1107451;3925
Trugberg;2644235;1155198;3933
Bietschhorn;2631701;1137882;3934
Piz Roseg;2788046;1138733;3936
Piz Argient;2791321;1137988;3944
Agassizhorn;2651831;1155257;3947
Äbni Flue;2639504;1150876;3962
Grand Cornier;2613382;1100079;3962
Crête Sud de Moming;2619850;1102392;3964
Eiger;2643436;1158638;3967
Jägerhorn;2634008;1089076;3970
Piz Scerscen;2789394;1139301;3971
Rottalhorn;2640559;1153548;3972
Schalihorn;2620600;1103683;3975
Gletscherhorn;2640601;1151410;3983
Fletschhoru;2643548;1113009;3986
Adlerhorn;2634879;1095389;3988
Piz Alv;2789824;1139990;3994
Pizzo Bianco;2789824;1139990;3994
Piz Zupò;2791774;1138263;3996
Lagginhorn;2643603;1111888;4010
Weissmies;2644312;1108626;4014
L'Epaule du Rothorn;2619248;1102012;4017
La Spedla;2789899;1139600;4019
Hinteres Fiescherhorn;2648246;1155198;4025
Allalinhorn;2635294;1099497;4028
Dirruhorn;2631657;1107657;4035
Lauteraarhorn;2652865;1159343;4042
Grosses Grünhorn;2649030;1153610;4044
Piz Bernina;2789946;1139765;4049
Grosses Fiescherhorn;2647766;1155750;4050
Ober Gabelhorn;2617753;1098579;4064
Roccia Nera;2626096;1086843;4070
Schreckhorn;2652075;1160072;4078
Wengen-Jungfrau;2640244;1154390;4085
Felikhorn;2628347;1085066;4087
Pollux;2626891;1086301;4090
Punta Polluce;2626891;1086301;4090
Gendarm;2625728;1087192;4107
Mönch;2642837;1156510;4110
Combin de la Tsessette;2590107;1087933;4133
Breithornzwillinge;2625474;1087376;4139
Bishorn;2621361;1107417;4151
Jungfrau;2640192;1154077;4159
Breithorn;2623972;1087761;4161
Dent d'Hérens;2612896;1090945;4174
Combin du Valsorey;2588490;1087388;4184
Strahlhorn;2635888;1095846;4190
Aletschhorn;2642627;1146132;4194
Rimpfischhorn;2634483;1096939;4199
Alphubel;2632903;1101349;4206
Hobärghorn;2632099;1106870;4219
Zinalrothorn;2619460;1101509;4222
Castor;2627509;1085533;4224
Punta Castore;2627509;1085533;4224
Pic Tyndall;2616671;1091436;4240
Stecknadelhorn;2632536;1106753;4241
Aiguille du Croissant;2589336;1087689;4260
Finsteraarhorn;2652735;1154237;4275
Lenzspitze;2633246;1105983;4294
Combin de Grafeneire;2589184;1087342;4310
Nadelhorn;2632893;1106465;4327
Ludwigshöhe;2632965;1085103;4341
Dent Blanche;2613415;1098086;4358
Parrotspitze;2633541;1085442;4435
Punta Parrot;2633541;1085442;4435
Matterhorn;2617049;1091673;4478
Mont Cervin;2617049;1091673;4478
Monte Cervino;2617049;1091673;4478
Liskamm Westgipfel;2629841;1086174;4479
Täschhorn;2632376;1103631;4491
Weisshorn;2621453;1105565;4506
Liskamm Ostgipfel;2630796;1085731;4533
Dom;2632498;1104810;4547
Punta Gnifetti;2634011;1086272;4554
Signalkuppe;2634011;1086272;4554
Zumsteinspitze;2633566;1086821;4563
Nordend;2633449;1087915;4609
Grenzgipfel;2633336;1087328;4618
Dunantspitze;2633284;1087345;4632
Punta Dunant;2633284;1087345;4632
Dufourspitze;2633206;1087350;4634
Pointe Dufour;2633206;1087350;4634
